target	source	pvalue	pass
Romanian	Hungary_LBA_EIA_Kyjatice_Piliny-o	0.037250434295354753	FALSE
Romanian	Hungary_LBA_IA	0.15643264523768477	TRUE
Romanian	Hungary_LBA_IA_PreGava	0.009093864519823695	FALSE
Romanian	Hungary_LateC_IA_c_Baden	0.49183570404218396	TRUE
Bulgarian	CroatiaSerbia_RomanLocal	0.00220120255848968	FALSE
Bulgarian	Aegean_BA_IA	8.551240761001041e-16	FALSE
Bulgarian	Albania_BA_IA	1.4528581488369306e-29	FALSE
Bulgarian	Croatia_IA	3.1919993545420375e-8	FALSE
Bulgarian	Bulgaria_IA	1.3238877175605224e-9	FALSE
Bulgarian	Serbia_BA	7.668145822997832e-10	FALSE
Bulgarian	Hungary_EIA	0.26746506017834504	TRUE
Bulgarian	Hungary_EIA-3	0.17021204634085582	TRUE
Bulgarian	Hungary_EIA_Hallstatt	3.2821205728019354e-4	FALSE
Bulgarian	Hungary_EIA_Mezocsat	1.0397828796324512e-16	FALSE
Bulgarian	Hungary_EIA_Mezocsat_Prescythian	1.144429920205408e-6	FALSE
Bulgarian	Hungary_EIA_Mezocsat_Prescythian-1	1.1980437074733422e-4	FALSE
Bulgarian	Hungary_EIA_Mezocsat_Prescythian-3	0.013001905110068879	FALSE
Bulgarian	Hungary_EIA_Prescythian	0.0038235638639205764	FALSE
Bulgarian	Hungary_IA_Celt	3.6397627346424316e-8	FALSE
Bulgarian	Hungary_IA_LaTene	0.008901770318692331	FALSE
Bulgarian	Hungary_IA_LaTene-3	0.0018240729158987053	FALSE
Bulgarian	Hungary_IA_LaTene-o	1.732652005278138e-5	FALSE
Bulgarian	Hungary_IA_LaTene-oEast	8.96079047685552e-16	FALSE
Bulgarian	Hungary_IA_LaTene-oWest	1.0334826380589789e-12	FALSE
Bulgarian	Hungary_IA_Scythian	0.03919556836592623	FALSE
Bulgarian	Hungary_IA_Scythian-2	1.1129809391064959e-13	FALSE
Bulgarian	Hungary_IA_Scythian-o	0.2912443522140745	TRUE
Bulgarian	Hungary_IA_Scythian-oAegean	0.029956852146466366	FALSE
Bulgarian	Hungary_IA_SremGroup	0.005940597365528137	FALSE
Bulgarian	Hungary_LBA_EIA_Kyjatice_Piliny	0.06920088262654547	TRUE
Bulgarian	Hungary_LBA_EIA_Kyjatice_Piliny-o	0.01026698631066264	FALSE
Bulgarian	Hungary_LBA_IA	0.3701602624072998	TRUE
Bulgarian	Hungary_LBA_IA_PreGava	0.009952578859063494	FALSE
Bulgarian	Hungary_LateC_IA_c_Baden	0.14689861528782286	TRUE
Albanian	CroatiaSerbia_RomanLocal	0.04007887182699127	FALSE
Albanian	Aegean_BA_IA	5.265911079150852e-10	FALSE
Albanian	Albania_BA_IA	5.120879208016443e-21	FALSE
Albanian	Croatia_IA	4.4270423034912334e-8	FALSE
Albanian	Bulgaria_IA	5.7191431599408736e-8	FALSE
Albanian	Serbia_BA	5.594522614551292e-6	FALSE
Albanian	Hungary_EIA	0.3676611227699162	TRUE
Albanian	Hungary_EIA-3	0.051929357158978645	TRUE
Albanian	Hungary_EIA_Hallstatt	3.8100465240673427e-4	FALSE
Albanian	Hungary_EIA_Mezocsat	9.188998364834736e-19	FALSE
Albanian	Hungary_EIA_Mezocsat_Prescythian	3.6358132604456237e-7	FALSE
Albanian	Hungary_EIA_Mezocsat_Prescythian-1	0.003380416764317755	FALSE
Albanian	Hungary_EIA_Mezocsat_Prescythian-3	0.02106599205823003	FALSE
Albanian	Hungary_EIA_Prescythian	0.008376933833399963	FALSE
Albanian	Hungary_IA_Celt	2.3602374688726008e-7	FALSE
Albanian	Hungary_IA_LaTene	0.023666363489696914	FALSE
Albanian	Hungary_IA_LaTene-3	0.0658262712175332	TRUE
Albanian	Hungary_IA_LaTene-o	1.2614743796818357e-4	FALSE
Albanian	Hungary_IA_LaTene-oEast	7.562696880589215e-16	FALSE
Albanian	Hungary_IA_LaTene-oWest	5.6248616590585785e-12	FALSE
Albanian	Hungary_IA_Scythian	0.2704388286803767	TRUE
Albanian	Hungary_IA_Scythian-2	7.753873166783084e-11	FALSE
Albanian	Hungary_IA_Scythian-o	0.32158633080217314	TRUE
Albanian	Hungary_IA_Scythian-oAegean	0.3927231543531777	TRUE
Albanian	Hungary_IA_SremGroup	0.015568751099744664	FALSE
Albanian	Hungary_LBA_EIA_Kyjatice_Piliny	0.3980158843619805	TRUE
Albanian	Hungary_LBA_EIA_Kyjatice_Piliny-o	0.42765237261183814	TRUE
Albanian	Hungary_LBA_IA	0.3181913105349671	TRUE
Albanian	Hungary_LBA_IA_PreGava	0.0010258271433318037	FALSE
Albanian	Hungary_LateC_IA_c_Baden	0.6652619715484462	TRUE
Greek	CroatiaSerbia_RomanLocal	0.04005057250149366	FALSE
Greek	Aegean_BA_IA	2.6874684718324463e-15	FALSE
Greek	Albania_BA_IA	1.1525537607511774e-24	FALSE
Greek	Croatia_IA	1.4714876936501037e-7	FALSE
Greek	Bulgaria_IA	4.485166396191096e-15	FALSE
Greek	Serbia_BA	7.660261194891934e-6	FALSE
Greek	Hungary_EIA	0.21093121081375507	TRUE
Greek	Hungary_EIA-3	0.31956386226122097	TRUE
Greek	Hungary_EIA_Hallstatt	0.005496954051279718	FALSE
Greek	Hungary_EIA_Mezocsat	1.9252419029965756e-17	FALSE
Greek	Hungary_EIA_Mezocsat_Prescythian	2.1416823931378706e-4	FALSE
Greek	Hungary_EIA_Mezocsat_Prescythian-1	0.002536828071656821	FALSE
Greek	Hungary_EIA_Mezocsat_Prescythian-3	0.0034744795272662293	FALSE
Greek	Hungary_EIA_Prescythian	0.020205286214348486	FALSE
Greek	Hungary_IA_Celt	4.602269040199703e-9	FALSE
Greek	Hungary_IA_LaTene	7.801571493865862e-4	FALSE
Greek	Hungary_IA_LaTene-3	6.981633839510413e-4	FALSE
Greek	Hungary_IA_LaTene-o	1.6841532976151494e-5	FALSE
Greek	Hungary_IA_LaTene-oEast	6.300207299075923e-18	FALSE
Greek	Hungary_IA_LaTene-oWest	4.85416035595029e-15	FALSE
Greek	Hungary_IA_Scythian	0.014554903468458355	FALSE
Greek	Hungary_IA_Scythian-2	1.2209553484551004e-15	FALSE
Greek	Hungary_IA_Scythian-o	0.5920378396006727	TRUE
Greek	Hungary_IA_Scythian-oAegean	0.23758260852024887	TRUE
Greek	Hungary_IA_SremGroup	0.0033812921102390446	FALSE
Greek	Hungary_LBA_EIA_Kyjatice_Piliny	0.19309335695988242	TRUE
Greek	Hungary_LBA_EIA_Kyjatice_Piliny-o	0.16791067889953323	TRUE
Greek	Hungary_LBA_IA	0.08369089798515228	TRUE
Greek	Hungary_LBA_IA_PreGava	1.1080463743650197e-4	FALSE
Greek	Hungary_LateC_IA_c_Baden	0.424581303266155	TRUE
Cypriot	CroatiaSerbia_RomanLocal	0.00981355878018485	FALSE
Cypriot	Aegean_BA_IA	3.7801913332682246e-10	FALSE
Cypriot	Albania_BA_IA	3.424104655152833e-21	FALSE
Cypriot	Croatia_IA	1.1257684143771563e-6	FALSE
Cypriot	Bulgaria_IA	1.3132270619962462e-10	FALSE
Cypriot	Serbia_BA	3.043108948417394e-5	FALSE
Cypriot	Hungary_EIA	0.6127928427655926	TRUE
Cypriot	Hungary_EIA-3	0.5770607357880859	TRUE
Cypriot	Hungary_EIA_Hallstatt	0.032568815322041186	FALSE
Cypriot	Hungary_EIA_Mezocsat	6.551011223427554e-16	FALSE
Cypriot	Hungary_EIA_Mezocsat_Prescythian	6.720570997608977e-4	FALSE
Cypriot	Hungary_EIA_Mezocsat_Prescythian-1	0.00358590613696808	FALSE
Cypriot	Hungary_EIA_Mezocsat_Prescythian-3	0.027283507337896546	FALSE
Cypriot	Hungary_EIA_Prescythian	0.005240146627544808	FALSE
Cypriot	Hungary_IA_Celt	1.7546857183304523e-7	FALSE
Cypriot	Hungary_IA_LaTene	0.051607667194187835	TRUE
Cypriot	Hungary_IA_LaTene-3	0.037817113040495044	FALSE
Cypriot	Hungary_IA_LaTene-o	0.013197682483349809	FALSE
Cypriot	Hungary_IA_LaTene-oEast	2.6051870988307214e-14	FALSE
Cypriot	Hungary_IA_LaTene-oWest	6.922279451431099e-10	FALSE
Cypriot	Hungary_IA_Scythian	0.0428404921157203	FALSE
Cypriot	Hungary_IA_Scythian-2	3.2561569341087784e-12	FALSE
Cypriot	Hungary_IA_Scythian-o	0.71109706882138	TRUE
Cypriot	Hungary_IA_Scythian-oAegean	0.10513560244115681	TRUE
Cypriot	Hungary_IA_SremGroup	0.049316106790023226	FALSE
Cypriot	Hungary_LBA_EIA_Kyjatice_Piliny	0.17480607526594238	TRUE
Cypriot	Hungary_LBA_EIA_Kyjatice_Piliny-o	0.588774715170513	TRUE
Cypriot	Hungary_LBA_IA	0.47976391153536974	TRUE
Cypriot	Hungary_LBA_IA_PreGava	0.009762171573202034	FALSE
Cypriot	Hungary_LateC_IA_c_Baden	0.6335326394840741	TRUE
