target	best_published_source	best_published_p	northmac_p	northmac_pass
Croatian	CroatiaSerbia_RomanLocal	0.0016312056286202318	0.6065424975093949	TRUE
Serbian_Serb	CroatiaSerbia_RomanLocal	0.012065844941868766	0.4042183743077406	TRUE
Romanian	CroatiaSerbia_RomanLocal	0.004996057955999956	0.24636957808881893	TRUE
Bulgarian	CroatiaSerbia_RomanLocal	0.002201202558489685	0.6687871253877575	TRUE
Albanian	CroatiaSerbia_RomanLocal	0.040078871826991276	0.9711731726631663	TRUE
Greek	CroatiaSerbia_RomanLocal	0.04005057250149366	0.9152425437562101	TRUE
Cypriot	CroatiaSerbia_RomanLocal	0.009813558780184852	0.6665778231885519	TRUE
